N_day,date,sunrise,bin_1,bin_2,delta2_1,suma,active,avg_2_1 
6442,2017-08-21,11:18:00,179.889,179.974,0.085,0.20400000000000001,"[0.147, -0.028, 0.085]",0.068
6443,2017-08-22,11:17:00,181.41,181.333,-0.077,-0.01999999999999999,"[-0.028, 0.085, -0.077]",-0.006666666666666664
6449,2017-08-28,11:09:00,180.518,180.556,0.038,0.152,"[0.065, 0.049, 0.038]",0.050666666666666665
6450,2017-08-29,11:08:00,179.578,179.523,-0.055,0.031999999999999994,"[0.049, 0.038, -0.055]",0.010666666666666665
6451,2017-08-30,11:06:00,180.873,180.674,-0.199,-0.21600000000000003,"[0.038, -0.055, -0.199]",-0.07200000000000001
6452,2017-08-31,11:05:00,179.968,180.172,0.204,-0.05000000000000002,"[-0.055, -0.199, 0.204]",-0.016666666666666673
6453,2017-09-01,11:04:00,180.936,181.072,0.136,0.141,"[-0.199, 0.204, 0.136]",0.04699999999999999
6454,2017-09-02,11:02:00,180.7,180.614,-0.086,0.254,"[0.204, 0.136, -0.086]",0.08466666666666667
6458,2017-09-06,10:57:00,181.461,181.683,0.222,0.397,"[0.071, 0.104, 0.222]",0.13233333333333333
6459,2017-09-07,10:55:00,181.892,181.941,0.049,0.375,"[0.104, 0.222, 0.049]",0.125
6460,2017-09-08,10:54:00,178.625,178.753,0.128,0.399,"[0.222, 0.049, 0.128]",0.133
6461,2017-09-09,10:52:00,178.719,178.717,-0.002,0.175,"[0.049, 0.128, -0.002]",0.05833333333333333
6462,2017-09-10,10:51:00,179.968,180.228,0.26,0.386,"[0.128, -0.002, 0.26]",0.12866666666666668
6463,2017-09-11,10:50:00,180.578,180.828,0.25,0.508,"[-0.002, 0.26, 0.25]",0.16933333333333334
6464,2017-09-12,10:48:00,180.555,180.793,0.238,0.748,"[0.26, 0.25, 0.238]",0.24933333333333332
6465,2017-09-13,10:47:00,180.835,180.936,0.101,0.589,"[0.25, 0.238, 0.101]",0.19633333333333333
6466,2017-09-14,10:45:00,181.85,182.233,0.383,0.722,"[0.238, 0.101, 0.383]",0.24066666666666667
6467,2017-09-15,10:44:00,181.578,181.765,0.187,0.671,"[0.101, 0.383, 0.187]",0.22366666666666668
6468,2017-09-16,10:42:00,180.74,180.866,0.126,0.6960000000000001,"[0.383, 0.187, 0.126]",0.232
6469,2017-09-17,10:41:00,180.555,180.736,0.181,0.494,"[0.187, 0.126, 0.181]",0.16466666666666666
6470,2017-09-18,10:39:00,180.372,180.279,-0.093,0.214,"[0.126, 0.181, -0.093]",0.07133333333333333
6471,2017-09-19,10:38:00,179.522,179.34,-0.182,-0.094,"[0.181, -0.093, -0.182]",-0.03133333333333333
6472,2017-09-20,10:36:00,179.653,179.923,0.27,-0.0050000000000000044,"[-0.093, -0.182, 0.27]",-0.001666666666666668
6473,2017-09-21,10:35:00,180.533,180.611,0.078,0.16600000000000004,"[-0.182, 0.27, 0.078]",0.055333333333333345
6474,2017-09-22,10:34:00,181.188,181.454,0.266,0.6140000000000001,"[0.27, 0.078, 0.266]",0.2046666666666667
6475,2017-09-23,10:32:00,181.048,181.398,0.35,0.694,"[0.078, 0.266, 0.35]",0.2313333333333333
6476,2017-09-24,10:31:00,181.268,181.381,0.113,0.729,"[0.266, 0.35, 0.113]",0.243
6477,2017-09-25,10:29:00,181.468,181.539,0.071,0.5339999999999999,"[0.35, 0.113, 0.071]",0.17799999999999996
6478,2017-09-26,10:28:00,180.933,181.124,0.191,0.375,"[0.113, 0.071, 0.191]",0.125
6479,2017-09-27,10:26:00,181.029,181.218,0.189,0.451,"[0.071, 0.191, 0.189]",0.15033333333333335
6480,2017-09-28,10:25:00,181.036,181.321,0.285,0.665,"[0.191, 0.189, 0.285]",0.22166666666666668
6481,2017-09-29,10:23:00,181.096,181.193,0.097,0.571,"[0.189, 0.285, 0.097]",0.19033333333333333
6482,2017-09-30,10:22:00,180.41,180.064,-0.346,0.03600000000000003,"[0.285, 0.097, -0.346]",0.01200000000000001
6483,2017-10-01,10:21:00,181.959,182.443,0.484,0.23500000000000001,"[0.097, -0.346, 0.484]",0.07833333333333334
6484,2017-10-02,10:19:00,181.418,181.541,0.123,0.261,"[-0.346, 0.484, 0.123]",0.08700000000000001
6485,2017-10-03,10:18:00,181.963,182.362,0.399,1.006,"[0.484, 0.123, 0.399]",0.3353333333333333
6486,2017-10-04,10:16:00,181.555,181.878,0.323,0.845,"[0.123, 0.399, 0.323]",0.2816666666666667
6487,2017-10-05,10:15:00,181.181,181.253,0.072,0.7939999999999999,"[0.399, 0.323, 0.072]",0.26466666666666666
6488,2017-10-06,10:14:00,180.549,180.732,0.183,0.5780000000000001,"[0.323, 0.072, 0.183]",0.19266666666666668
6492,2017-10-10,10:08:00,180.762,181.014,0.252,0.752,"[0.19, 0.31, 0.252]",0.25066666666666665
6493,2017-10-11,10:07:00,180.637,180.69,0.053,0.6150000000000001,"[0.31, 0.252, 0.053]",0.20500000000000004
6494,2017-10-12,10:05:00,180.388,180.492,0.104,0.409,"[0.252, 0.053, 0.104]",0.13633333333333333
6495,2017-10-13,10:04:00,181.148,181.3,0.152,0.309,"[0.053, 0.104, 0.152]",0.103
6496,2017-10-14,10:03:00,180.765,180.801,0.036,0.292,"[0.104, 0.152, 0.036]",0.09733333333333333
6497,2017-10-15,10:01:00,180.141,180.361,0.22,0.40800000000000003,"[0.152, 0.036, 0.22]",0.136
6498,2017-10-16,10:00:00,180.777,180.744,-0.033,0.223,"[0.036, 0.22, -0.033]",0.07433333333333333
6499,2017-10-17,09:59:00,180.738,180.984,0.246,0.433,"[0.22, -0.033, 0.246]",0.14433333333333334
6500,2017-10-18,09:58:00,181.751,181.615,-0.136,0.07699999999999999,"[-0.033, 0.246, -0.136]",0.02566666666666666
6501,2017-10-19,09:56:00,181.522,181.856,0.334,0.444,"[0.246, -0.136, 0.334]",0.148
6502,2017-10-20,09:55:00,181.808,181.855,0.047,0.245,"[-0.136, 0.334, 0.047]",0.08166666666666667
6503,2017-10-21,09:54:00,181.326,181.444,0.118,0.499,"[0.334, 0.047, 0.118]",0.16633333333333333
6504,2017-10-22,09:53:00,180.994,181.141,0.147,0.31199999999999994,"[0.047, 0.118, 0.147]",0.10399999999999998
6505,2017-10-23,09:51:00,181.131,181.421,0.29,0.5549999999999999,"[0.118, 0.147, 0.29]",0.18499999999999997
6506,2017-10-24,09:50:00,181.144,181.398,0.254,0.691,"[0.147, 0.29, 0.254]",0.2303333333333333
6507,2017-10-25,09:49:00,181.435,181.856,0.421,0.9650000000000001,"[0.29, 0.254, 0.421]",0.3216666666666667
6508,2017-10-26,09:48:00,181.603,182.295,0.692,1.367,"[0.254, 0.421, 0.692]",0.45566666666666666
6509,2017-10-27,09:47:00,181.387,181.57,0.183,1.296,"[0.421, 0.692, 0.183]",0.432
6510,2017-10-28,09:46:00,181.755,182.176,0.421,1.296,"[0.692, 0.183, 0.421]",0.432
6511,2017-10-29,09:45:00,181.524,181.501,-0.023,0.581,"[0.183, 0.421, -0.023]",0.19366666666666665
6512,2017-10-30,09:44:00,182.476,182.682,0.206,0.604,"[0.421, -0.023, 0.206]",0.20133333333333334
6513,2017-10-31,09:43:00,182.414,182.505,0.091,0.274,"[-0.023, 0.206, 0.091]",0.09133333333333334
6514,2017-11-01,09:42:00,182.651,182.598,-0.053,0.244,"[0.206, 0.091, -0.053]",0.08133333333333333
6515,2017-11-02,09:41:00,181.569,181.732,0.163,0.201,"[0.091, -0.053, 0.163]",0.067
6516,2017-11-03,09:40:00,180.731,181.009,0.278,0.388,"[-0.053, 0.163, 0.278]",0.12933333333333333
6517,2017-11-04,09:39:00,180.943,181.125,0.182,0.623,"[0.163, 0.278, 0.182]",0.20766666666666667
6518,2017-11-05,09:38:00,180.966,181.044,0.078,0.538,"[0.278, 0.182, 0.078]",0.17933333333333334
6519,2017-11-06,09:37:00,181.318,181.317,-0.001,0.259,"[0.182, 0.078, -0.001]",0.08633333333333333
6520,2017-11-07,09:36:00,181.731,181.863,0.132,0.20900000000000002,"[0.078, -0.001, 0.132]",0.06966666666666667
6521,2017-11-08,09:35:00,181.634,181.652,0.018,0.149,"[-0.001, 0.132, 0.018]",0.049666666666666665
6522,2017-11-09,09:34:00,181.355,181.323,-0.032,0.118,"[0.132, 0.018, -0.032]",0.03933333333333333
6523,2017-11-10,09:33:00,180.611,180.732,0.121,0.107,"[0.018, -0.032, 0.121]",0.035666666666666666
6524,2017-11-11,09:33:00,180.468,180.633,0.165,0.254,"[-0.032, 0.121, 0.165]",0.08466666666666667
6525,2017-11-12,09:32:00,180.219,180.412,0.193,0.47900000000000004,"[0.121, 0.165, 0.193]",0.15966666666666668
6526,2017-11-13,09:31:00,180.191,180.286,0.095,0.45299999999999996,"[0.165, 0.193, 0.095]",0.151
6527,2017-11-14,09:30:00,180.221,180.352,0.131,0.41900000000000004,"[0.193, 0.095, 0.131]",0.1396666666666667
6528,2017-11-15,09:30:00,181.739,181.996,0.257,0.483,"[0.095, 0.131, 0.257]",0.161
6529,2017-11-16,09:29:00,181.153,181.191,0.038,0.426,"[0.131, 0.257, 0.038]",0.142
6530,2017-11-17,09:28:00,182.254,181.948,-0.306,-0.01100000000000001,"[0.257, 0.038, -0.306]",-0.00366666666666667
6531,2017-11-18,09:28:00,181.93,181.747,-0.183,-0.451,"[0.038, -0.306, -0.183]",-0.15033333333333335
6532,2017-11-19,09:27:00,182.025,181.915,-0.11,-0.599,"[-0.306, -0.183, -0.11]",-0.19966666666666666
6533,2017-11-20,09:27:00,181.84,181.965,0.125,-0.16799999999999998,"[-0.183, -0.11, 0.125]",-0.055999999999999994
6534,2017-11-21,09:26:00,182.385,182.445,0.06,0.075,"[-0.11, 0.125, 0.06]",0.024999999999999998
6535,2017-11-22,09:26:00,182.335,182.342,0.007,0.192,"[0.125, 0.06, 0.007]",0.064
6536,2017-11-23,09:25:00,182.806,182.795,-0.011,0.05600000000000001,"[0.06, 0.007, -0.011]",0.018666666666666668
6537,2017-11-24,09:25:00,182.348,182.403,0.055,0.051000000000000004,"[0.007, -0.011, 0.055]",0.017
6538,2017-11-25,09:25:00,182.351,182.425,0.074,0.118,"[-0.011, 0.055, 0.074]",0.03933333333333333
6539,2017-11-26,09:24:00,181.99,181.953,-0.037,0.092,"[0.055, 0.074, -0.037]",0.030666666666666665
6540,2017-11-27,09:24:00,182.165,182.184,0.019,0.055999999999999994,"[0.074, -0.037, 0.019]",0.018666666666666665
6541,2017-11-28,09:24:00,181.329,181.197,-0.132,-0.15,"[-0.037, 0.019, -0.132]",-0.049999999999999996
6542,2017-11-29,09:23:00,182.018,181.98,-0.038,-0.151,"[0.019, -0.132, -0.038]",-0.050333333333333334
6543,2017-11-30,09:23:00,180.587,180.682,0.095,-0.07500000000000001,"[-0.132, -0.038, 0.095]",-0.025000000000000005
6544,2017-12-01,09:23:00,180.767,180.81,0.043,0.1,"[-0.038, 0.095, 0.043]",0.03333333333333333
6545,2017-12-02,09:23:00,180.993,180.969,-0.024,0.11400000000000002,"[0.095, 0.043, -0.024]",0.038000000000000006
6550,2017-12-07,09:23:00,181.353,181.481,0.128,-0.020000000000000018,"[0.043, -0.191, 0.128]",-0.006666666666666672
6551,2017-12-08,09:23:00,181.203,181.22,0.017,-0.046,"[-0.191, 0.128, 0.017]",-0.015333333333333332
6552,2017-12-09,09:23:00,181.984,182.054,0.07,0.21500000000000002,"[0.128, 0.017, 0.07]",0.07166666666666667
6553,2017-12-10,09:23:00,181.105,181.178,0.073,0.16,"[0.017, 0.07, 0.073]",0.05333333333333334
6554,2017-12-11,09:23:00,181.795,181.84,0.045,0.188,"[0.07, 0.073, 0.045]",0.06266666666666666
6555,2017-12-12,09:23:00,181.91,181.935,0.025,0.143,"[0.073, 0.045, 0.025]",0.04766666666666666
6556,2017-12-13,09:23:00,181.898,181.833,-0.065,0.0050000000000000044,"[0.045, 0.025, -0.065]",0.001666666666666668
6557,2017-12-14,09:24:00,181.401,181.446,0.045,0.0049999999999999975,"[0.025, -0.065, 0.045]",0.001666666666666666
6558,2017-12-15,09:24:00,181.056,181.116,0.06,0.039999999999999994,"[-0.065, 0.045, 0.06]",0.01333333333333333
6559,2017-12-16,09:24:00,181.171,181.233,0.062,0.16699999999999998,"[0.045, 0.06, 0.062]",0.05566666666666666
6577,2018-01-03,09:35:00,181.503,181.513,0.01,-0.235,"[-0.065, -0.18, 0.01]",-0.07833333333333332
6578,2018-01-04,09:36:00,181.334,181.399,0.065,-0.10499999999999998,"[-0.18, 0.01, 0.065]",-0.034999999999999996
6579,2018-01-05,09:37:00,182.133,182.057,-0.076,-0.0010000000000000009,"[0.01, 0.065, -0.076]",-0.00033333333333333365
6580,2018-01-06,09:37:00,181.716,181.918,0.202,0.191,"[0.065, -0.076, 0.202]",0.06366666666666666
6581,2018-01-07,09:38:00,181.566,181.603,0.037,0.163,"[-0.076, 0.202, 0.037]",0.05433333333333334
6582,2018-01-08,09:39:00,180.761,180.831,0.07,0.30900000000000005,"[0.202, 0.037, 0.07]",0.10300000000000002
6587,2018-01-13,09:44:00,181.33,181.371,0.041,0.355,"[0.176, 0.138, 0.041]",0.11833333333333333
6588,2018-01-14,09:45:00,182.296,182.203,-0.093,0.08600000000000002,"[0.138, 0.041, -0.093]",0.028666666666666674
6589,2018-01-15,09:46:00,181.892,182.048,0.156,0.10400000000000001,"[0.041, -0.093, 0.156]",0.03466666666666667
6590,2018-01-16,09:47:00,182.392,182.434,0.042,0.10500000000000001,"[-0.093, 0.156, 0.042]",0.035
6591,2018-01-17,09:48:00,182.746,182.794,0.048,0.246,"[0.156, 0.042, 0.048]",0.082
6592,2018-01-18,09:49:00,182.615,182.626,0.011,0.10099999999999999,"[0.042, 0.048, 0.011]",0.033666666666666664
6593,2018-01-19,09:50:00,182.706,182.652,-0.054,0.0049999999999999975,"[0.048, 0.011, -0.054]",0.001666666666666666
6594,2018-01-20,09:51:00,182.615,182.649,0.034,-0.008999999999999994,"[0.011, -0.054, 0.034]",-0.002999999999999998
6595,2018-01-21,09:52:00,182.319,182.264,-0.055,-0.075,"[-0.054, 0.034, -0.055]",-0.024999999999999998
6599,2018-01-25,09:56:00,181.13,181.131,0.001,-0.155,"[-0.074, -0.082, 0.001]",-0.051666666666666666
6600,2018-01-26,09:57:00,180.965,181.02,0.055,-0.026000000000000002,"[-0.082, 0.001, 0.055]",-0.008666666666666668
6601,2018-01-27,09:58:00,180.726,180.697,-0.029,0.027,"[0.001, 0.055, -0.029]",0.009
6602,2018-01-28,09:59:00,180.388,180.461,0.073,0.09899999999999999,"[0.055, -0.029, 0.073]",0.032999999999999995
6603,2018-01-29,10:00:00,180.623,180.622,-0.001,0.043,"[-0.029, 0.073, -0.001]",0.014333333333333332
6604,2018-01-30,10:01:00,180.113,180.163,0.05,0.122,"[0.073, -0.001, 0.05]",0.04066666666666666
6605,2018-01-31,10:02:00,181.367,181.553,0.186,0.235,"[-0.001, 0.05, 0.186]",0.07833333333333332
6609,2018-02-04,10:06:00,179.931,180.071,0.14,0.35000000000000003,"[0.095, 0.115, 0.14]",0.11666666666666668
6610,2018-02-05,10:07:00,180.09,180.106,0.016,0.271,"[0.115, 0.14, 0.016]",0.09033333333333333
6611,2018-02-06,10:08:00,180.901,181.033,0.132,0.28800000000000003,"[0.14, 0.016, 0.132]",0.09600000000000002
6612,2018-02-07,10:09:00,180.737,180.9,0.163,0.31100000000000005,"[0.016, 0.132, 0.163]",0.10366666666666668
6613,2018-02-08,10:10:00,180.691,180.812,0.121,0.41600000000000004,"[0.132, 0.163, 0.121]",0.1386666666666667
6614,2018-02-09,10:11:00,181.634,181.518,-0.116,0.16800000000000004,"[0.163, 0.121, -0.116]",0.056000000000000015
6615,2018-02-10,10:12:00,180.875,180.974,0.099,0.104,"[0.121, -0.116, 0.099]",0.034666666666666665
6616,2018-02-11,10:13:00,181.8,181.808,0.008,-0.009000000000000001,"[-0.116, 0.099, 0.008]",-0.0030000000000000005
6617,2018-02-12,10:14:00,180.813,180.877,0.064,0.171,"[0.099, 0.008, 0.064]",0.057
6618,2018-02-13,10:15:00,181.444,181.654,0.21,0.28200000000000003,"[0.008, 0.064, 0.21]",0.09400000000000001
6619,2018-02-14,10:16:00,181.435,181.755,0.32,0.5940000000000001,"[0.064, 0.21, 0.32]",0.19800000000000004
6620,2018-02-15,10:17:00,182.518,182.493,-0.025,0.505,"[0.21, 0.32, -0.025]",0.16833333333333333
6621,2018-02-16,10:18:00,182.917,183.041,0.124,0.419,"[0.32, -0.025, 0.124]",0.13966666666666666
6622,2018-02-17,10:19:00,181.147,181.559,0.412,0.511,"[-0.025, 0.124, 0.412]",0.17033333333333334
6626,2018-02-21,10:23:00,182.113,182.093,-0.02,0.203,"[0.066, 0.157, -0.02]",0.06766666666666667
6627,2018-02-22,10:24:00,182.295,182.272,-0.023,0.11400000000000002,"[0.157, -0.02, -0.023]",0.038000000000000006
6628,2018-02-23,10:25:00,181.747,181.751,0.004,-0.03899999999999999,"[-0.02, -0.023, 0.004]",-0.012999999999999998
6629,2018-02-24,10:26:00,181.097,181.252,0.155,0.136,"[-0.023, 0.004, 0.155]",0.04533333333333334
6630,2018-02-25,10:27:00,180.932,180.851,-0.081,0.078,"[0.004, 0.155, -0.081]",0.026
6631,2018-02-26,10:28:00,180.786,180.933,0.147,0.22099999999999997,"[0.155, -0.081, 0.147]",0.07366666666666666
6632,2018-02-27,10:29:00,180.867,180.858,-0.009,0.05699999999999999,"[-0.081, 0.147, -0.009]",0.018999999999999996
6633,2018-02-28,10:30:00,181.363,181.204,-0.159,-0.02100000000000002,"[0.147, -0.009, -0.159]",-0.007000000000000006
6634,2018-03-01,10:30:00,181.489,181.297,-0.192,-0.36,"[-0.009, -0.159, -0.192]",-0.12
6635,2018-03-02,10:31:00,181.467,181.351,-0.116,-0.46699999999999997,"[-0.159, -0.192, -0.116]",-0.15566666666666665
6636,2018-03-03,10:32:00,181.39,181.51,0.12,-0.188,"[-0.192, -0.116, 0.12]",-0.06266666666666666
6637,2018-03-04,10:33:00,180.901,180.914,0.013,0.016999999999999987,"[-0.116, 0.12, 0.013]",0.005666666666666663
6638,2018-03-05,10:34:00,181.164,181.283,0.119,0.252,"[0.12, 0.013, 0.119]",0.084
6639,2018-03-06,10:35:00,180.469,180.526,0.057,0.189,"[0.013, 0.119, 0.057]",0.063
6640,2018-03-07,10:36:00,180.577,180.694,0.117,0.293,"[0.119, 0.057, 0.117]",0.09766666666666667
6641,2018-03-08,10:37:00,180.685,180.816,0.131,0.30500000000000005,"[0.057, 0.117, 0.131]",0.10166666666666668
6642,2018-03-09,10:38:00,181.409,181.605,0.196,0.444,"[0.117, 0.131, 0.196]",0.148
6643,2018-03-10,10:38:00,181.794,181.787,-0.007,0.32,"[0.131, 0.196, -0.007]",0.10666666666666667
6644,2018-03-11,10:39:00,180.629,180.788,0.159,0.348,"[0.196, -0.007, 0.159]",0.11599999999999999
6645,2018-03-12,10:40:00,180.128,180.256,0.128,0.28,"[-0.007, 0.159, 0.128]",0.09333333333333334
6646,2018-03-13,10:41:00,180.786,180.871,0.085,0.37200000000000005,"[0.159, 0.128, 0.085]",0.12400000000000001
6647,2018-03-14,10:42:00,180.809,180.892,0.083,0.29600000000000004,"[0.128, 0.085, 0.083]",0.09866666666666668
6648,2018-03-15,10:43:00,180.888,180.87,-0.018,0.15000000000000002,"[0.085, 0.083, -0.018]",0.05000000000000001
